Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
6535,Fiocruz diz que pagará cerca de R$ 60 milhões por vacinas vindas da Índia  ,saúde,05/01/2021 17h30Atualizada em 05/01/2021 19h09 ,05/01/2021 17h30Atualizada em 05/01/2021 19h09 ,,"a fiocruz (fundação oswaldo cruz) informou hoje que mantém tratativas em ""estágio avançado"" com o instituto serum, empresa indiana que fabrica a vacina contra o novo coronavírus do laboratório astrazeneca, em parceria com a universidade de oxford. serão importadas 2 milhões de doses prontas pelo valor unitário de us$ 5,25 (cerca de r$ 27,6 na atual cotação), totalizando aproximadamente r$ 60 milhões. é aguardado pela fiocruz o recebimento de informações relativas à produção e ao controle de qualidade do imunizante, para que então seja feito o pedido de autorização de uso emergencial da vacina à anvisa (agência nacional de vigilância sanitária). """,0,
23677,Coronavírus: 6 mitos e conselhos falsos que você deve ignorar sobre a covid-19  ,saúde,10/03/2020 07h19 ,10/03/2020 07h19 ,,"casos de contágio pelo novo coronavírus aparecem em cada vez mais países e não há cura conhecida para combater a doença causada por ele, a covid-19. em meio à preocupação de contágio, surgem nas redes sociais diversas dicas de saúde, variando de algumas inúteis a relativamente inofensivas até outras muito perigosas. analisamos algumas das mais compartilhadas e o que a ciência diz sobre elas. muitas publicações que recomendam comer alho para prevenir infecções, inclusive de coronavírus, são compartilhadas no facebook.",0,
23515,Greta Thunberg doa US$ 100 mil para a luta contra o coronavírus  ,saúde,30/04/2020 06h49 ,30/04/2020 06h49 ,,"a ativista climática sueca greta thunberg doou um prêmio de us$ 100 mil (cerca de r$ 533 mil) que recebeu da fundação dinamarquesa human act para a unicef (fundo das nações unidas para a infância) na luta contra o coronavírus, anunciou hoje o organismo mundial. ""assim como a crise climática, a pandemia de coronavírus é uma crise dos direitos das crianças"", afirmou thunberg, de 17 anos, em um comunicado divulgado pelo unicef. ""afetará todas as crianças, agora e a longo prazo, mas os grupos vulneráveis serão os mais afetados"", completou. ""peço a todos que deem um passo à frente e se unam a mim no apoio ao trabalho vital do unicef para salvar as vidas das crianças, proteger sua saúde e continuar com sua educação"".",0,
13650,Rolling Stones se juntam a Paul McCartney e outras estrelas em show da OMS  ,saúde,17/04/2020 10h37 ,17/04/2020 10h37 ,,"os rolling stones anunciaram hoje, em publicação nas redes sociais, que também farão parte da ""one world: together at home"" (""um mundo: juntos em casa"", em português), um especial de lives que acontecerá amanhã, às 21h (horário de brasília). "" estamos honrados em ser convidados a fazer parte da transmissão do one world: together at home - de nossas casas isoladamente. um evento fantástico com o global citizen na luta contra a covid -19"", disse a banda em comunicado. the rolling stones will be joining one world: #togetherathome with @glblctzn and @who - tune in tomorrow at 8pm et, for this special broadcast event to honour healthcare workers on the frontlines of the #covid19 pandemic. you can also watch on bbc1 on sunday 19 apr at 7:15pm bst.",0,
14747,Pandemia derruba lançamentos de novos imóveis em São Paulo  ,saúde,Circe Bonatelli e Douglas Gravas,17/08/2020 12h49 ,,"se a procura por financiamentos não parou, apesar da crise, o mercado de imóveis novos da cidade de são paulo não saiu ileso da quarentena imposta para tentar conter o avanço do novo coronavírus. parte dos negócios do setor sentiu o tranco na economia, e os projetos imobiliários lançados em junho na capital paulista somaram apenas 2.015 unidades. as vendas de imóveis novos em junho na cidade atingiram 2.984 unidades, 56% abaixo do mesmo mês do ano passado. o número está próximo da média de 3.195 unidades vendidas por mês entre janeiro e março deste ano, período imediatamente anterior ao início da quarentena.",0,
8713,Por que a vacina da Pfizer/BioNTech pode nunca chegar aos brasileiros?  ,saúde,André Biernath,03/12/2020 07h36 ,,"pouco mais de dez meses após a identificação do sars-cov-2, o coronavírus causador da pandemia atual, o mundo já tem a sua primeira vacina testada e aprovada. o reino unido anunciou ontem que o imunizante bnt162b2, desenvolvido pelas farmacêuticas pfizer e biontech, está liberado para uso no país e começará a ser aplicado nos cidadãos de lá a partir da semana que vem. e o brasil? será que temos alguma perspectiva do uso deste produto em nosso país? pelas informações divulgadas até o momento, não existe nenhuma definição e há o risco de ficarmos sem acesso a ele.",0,
1012,"Se Michelle quiser adotar outro cão, um vira-lata ronda a porta do Alvorada  ",política,Hanrrikson de Andrade,30/06/2020 15h39Atualizada em 01/07/2020 20h24 ,,"já tem candidato a substituir augusto, o pastor-maremano adotado pela família bolsonaro mas devolvido aos donos. um vira-lata de origem desconhecida vive há cerca de três meses perambulando em frente ao palácio da alvorada, a residência oficial do presidente da república. augusto, um belo e brincalhão cachorro de porte médio, foi resgatado nos fundos do palácio do planalto no dia 18 de junho e adotado já no dia seguinte pela mulher do presidente. mas voltará para a casa do antigo dono, após ser reconhecido devido ao seu grande sucesso nas redes sociais. manso, mas desconfiado, costuma interagir com visitantes e jornalistas, que acabam levando comida e água para o animal.",0,
2406,"Israel agradece ""posição firme"" do Brasil contra investigação do TPI  ",política,Eduardo Militão,07/03/2021 13h47 ,,"o ministro das relações exteriores de israel, gabi ashkenazi, agradeceu neste domingo (7) à ""posição firme e clara"" contra a investigação aberta pelo tribunal penal internacional (tpi) sobre possíveis crimes de guerra cometidos na palestina a partir de 2014. a apuração pode render processos criminais contra a gestão do premiê israelense, benjamin netanyahu. o chanceler fez as afirmações primeiramente diante do ministro das relações exteriores do brasil, ernesto araújo, que lidera comitiva de brasileiros em israel em busca de acordos de cooperação por vacinas e um spray contra o conavírus. ashkenazi agradeceu à ""posição clara"" do brasil e sua ""liderança"". depois, ele reforçou as declarações em uma rede social. ""agradeço ao governo brasileiro por seu firme apoio contra a decisão do procurador do tpi"", afirmou ashkenazi.",0,
957,Fábio Porchat usa máscara com 'Fora Bolsonaro' em missa de Paulo Gustavo  ,política,11/05/2021 19h22 ,11/05/2021 19h22 ,,"o ator e apresentador fábio porchat compareceu à missa de sétimo dia de paulo gustavo usando uma máscara em protesto contra o presidente jair bolsonaro (sem partido). fora bolsonaro.dizia a máscara de porchat. o ator e humorista paulo gustavo morreu aos 42 anos no último dia 4 em decorrência de complicações relacionadas ao coronavírus, após 51 dias de internação. além de thales bretas — seu marido —, paulo gustavo deixou os dois filhos do casal, gael e romeu, de 1 ano e 9 meses.",0,
12179,Aprovação de Bolsonaro na pandemia passa pelo apoio de empreendedor popular  ,política,04/10/2020 01h19 ,04/10/2020 01h19 ,,"por henrique costa, especial para a coluna* com 36 anos, tiago fonseca abriu sua loja de presentes em santo amaro, zona sul da capital paulista, em plena pandemia. há cerca de cinco anos, deixou seu emprego de gerente em uma conhecida assistência técnica de produtos automotivos, onde tinha carteira assinada e nenhuma queixa. tiago é formado em recursos humanos, com pós-graduação em psicologia na mesma universidade privada localizada ali perto, no largo treze. completou seus estudos sem nenhuma bolsa ou financiamento por escolha própria, já que tinha condições de pleitear. sua loja na rua barão de duprat foi resultado de ousadia e planejamento, conta. ele mesmo fazia as entregas, até 5 km distante.",0,
2489,Governo publica portaria para começar a pagar antecipação de R$ 600 do BPC  ,saúde,06/05/2020 10h39Atualizada em 06/05/2020 10h54 ,06/05/2020 10h39Atualizada em 06/05/2020 10h54 ,,"o governo publicou hoje uma portaria que regulamenta o pagamento da antecipação de r$ 600 às pessoas que entraram com pedido para ter direito ao bpc (benefício de prestação continuada), pago a idosos e pessoas com deficiência em situação de pobreza. a antecipação do valor foi uma das medidas adotadas para reduzir os impactos da pandemia do coronavírus. a lei que autorizava a antecipação do benefício foi publicada em 2 de abril, mas faltava a portaria para o início dos pagamentos, de acordo com o inss. levantamento do jornal ""estado de s. paulo"" junto à entidade identificou que 177,5 mil pessoas aguardam o pagamento.",0,
11061,Justiça valida atos da Receita e esvazia tese de Flávio para anular provas  ,política,08/02/2021 13h15 ,08/02/2021 13h15 ,,"autor de uma representação usada pela defesa do senador flávio bolsonaro (republicanos-rj) como peça-chave para tentar anular provas do caso das ""rachadinhas"", um grupo de cinco auditores fiscais do rio de janeiro suspeitos de enriquecimento ilícito tem sofrido sucessivas derrotas judiciais na tentativa de fazer valer a tese de que tiveram seus dados acessados ilegalmente. a hipótese relatada ao governo e à pgr é a de que dois órgãos da receita federal no rio —o escritório de corregedoria da 7ª região fiscal (escor07) e o escritório de pesquisa e investigação da 7ª região fiscal (espei07)— podem ter acessado criminosamente os dados fiscais do senador e embasado, por caminhos extraoficiais, a produção do relatório do coaf (órgão de inteligência financeira ligado ao ministério da economia) que originou, em 2018, a investigação contra o filho do presidente. (...)",0,
26268,"Bolsonaro volta a postar nas redes, mas silencia sobre início da vacinação  ",saúde,18/01/2021 10h58 ,18/01/2021 10h58 ,,"o presidente jair bolsonaro (sem partido) ainda não se manifestou sobre o início da vacinação contra a covid-19 no brasil. ontem ele tinha ficado em silêncio nas redes sociais, onde costuma se manifestar sobre os principais assuntos do país. hoje ele voltou a publicar em todas redes, mas só mencionou obras de infraestrutura. a anvisa (agência nacional de vigilância sanitária) aprovou duas vacinas contra covid-19 no meio da tarde ontem. mas depois não falou sobre o assunto em nenhuma rede social. apesar da expectativa por algum pronunciamento hoje, a primeira publicação de bolsonaro nas três principais redes sociais (facebook, instagram e twitter) foi sobre obras em natal e também na divisa entre sergipe e alagoas.",0,
